Molecule ChEMBL ID,Smiles,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Standard Value,pIC50,pChEMBL Value,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL318894,C[C@H]1OCC[C@H]1OC(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,565.8,1,3.52,3,8.522878745,8.52,UO_0000065,15.06,0.31,5,8.51,0,In vitro inhibition of HIV-1 protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128633,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL319013,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)c1ccccc1,,,635.81,2,5.91,5.8,8.236572006,8.24,UO_0000065,12.95,0.24,2.33,7.05,0,Inhibitory activity against HIV protease in peptide cleavage assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125211,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL319053,CC(C)(C)NC(=O)[C@@H]1CN(Cc2c(F)cccc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,649.78,1,3.15,0.48,9.318758763,9.32,UO_0000065,14.34,0.27,6.17,7.9,0,Inhibition of Human Immunodeficiency virus-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128025,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL319092,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)O[C@@H]1CCOC1,,,558.68,1,3.5,0.03,10.52287875,10.52,UO_0000065,18.84,0.35,7.02,8.98,0,Inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127030,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL319126,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,,,469.58,0,2.33,550,6.259637311,6.26,UO_0000065,13.33,0.25,3.93,4.79,0,Inhibitory activity against HIV Protease in peptide cleavage assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125211,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL319188,CCCCC(CO)NC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,,,540.73,1,2.51,250,6.602059991,6.6,UO_0000065,12.21,0.24,4.09,5.52,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126855,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL319400,CCNC(=O)[C@@H](NC(=O)c1c(-c2ccccc2)noc1C)[C@@H]1NC(C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3c(-c4ccccc4)noc3C)C(=O)NCC)SC2(C)C)C(C)(C)S1,,,917.13,3,2.63,5.4,8.26760624,8.27,UO_0000065,9.01,0.18,5.64,3.3,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126853,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL319408,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)O[C@H]1CCOC1,,,558.68,1,3.5,0.03,10.52287875,,UO_0000065,,,,,0,Inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127030,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL319417,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(C(C)(C)C)cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,600.8,2,5.8,0.1698,9.770062314,9.77,UO_0000065,16.26,0.3,3.97,9.06,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL319792,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)O[C@@H]1CCCOC1,,,572.7,1,3.89,0.03,10.52287875,,UO_0000065,,,,,0,Inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127030,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL319892,COC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N3C(=O)C(NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)C(C)(C)S1,,,724.91,1,0.72,500,6.301029996,6.3,UO_0000065,8.69,0.17,5.58,3.6,0,Inhibitory activity towards HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125526,1,Scientific Literature,J Med Chem,1992,,,,
CHEMBL320050,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCC2CCCCC2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCC2CCCCC2)SC1(C)C,,,919.27,2,3.69,40,7.397940009,7.4,UO_0000065,8.05,0.16,3.71,3.72,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126854,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320099,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)NC1c2ccccc2C[C@H]1O,,,440.54,0,2.65,567.94,6.245697543,6.25,UO_0000065,14.18,0.27,3.6,5.79,0,Inhibition of HIV-1 protease was determined in vitro,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128438,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL320126,CC(C)[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C,,,754.93,3,5.67,1.2,8.920818754,8.92,UO_0000065,11.82,0.22,3.25,5.3,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320150,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@](C)(Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,558.72,1,4.9,7.709,8.113001954,8.11,UO_0000065,14.52,0.27,3.21,7.52,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL320243,CC(C)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(C)C,,,867.11,2,1.94,240,6.619788758,6.62,UO_0000065,7.63,0.15,4.68,2.97,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320268,CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,,,754.98,2,0.71,390,6.408935393,6.41,UO_0000065,8.49,0.17,5.7,3.23,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126854,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320321,CC(C)[C@H](NC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N1CCN(Cc2ccccc2)CC1)C(C)C,,,903.18,2,4.27,7.8,8.107905397,8.11,UO_0000065,8.98,0.17,3.84,4.77,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320322,CC(C)[C@H](NC(=O)N1CCN(c2ccccc2)CC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N1CCN(c2ccccc2)CC1)C(C)C,,,875.13,2,4.28,1.4,8.853871964,8.85,UO_0000065,10.12,0.19,4.57,5.21,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320343,COCCOCCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOCCOC)C(C)C)C(C)C,,,781.99,2,2.82,67,7.173925197,7.17,UO_0000065,9.17,0.18,4.35,3.67,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL320602,C[C@@H]1[C@@H](OC(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN2C[C@H]3CCS[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,613.87,1,2.92,5.2,8.283996656,8.28,UO_0000065,13.49,0.28,5.36,6.63,0,In vitro inhibition of HIV-1 protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128633,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL320637,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCCCO,,,689.88,2,1.82,54,7.26760624,7.27,UO_0000065,10.53,0.2,5.45,4.3,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126855,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320671,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C,,,585.72,1,2.07,28,7.552841969,7.55,UO_0000065,12.89,0.25,5.48,5.4,0,In vitro inhibition of HIV-1 protease at pH 6 using 164 uM peptide substrate,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127172,1,Scientific Literature,Bioorg Med Chem Lett,1993,,,,
CHEMBL320743,CC(C)[C@H](NC(=O)N(C)Cc1csc(N)n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1csc(N)n1)C(C)C,,,837.09,3,2.97,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL320783,COC(=O)NC(C(=O)NN(Cc1ccc(OC)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,,,741.85,2,2.22,31,7.508638306,7.51,UO_0000065,10.12,0.19,5.29,3.5,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL321165,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(OC)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,629.76,1,2.38,16,7.795880017,7.8,UO_0000065,12.38,0.24,5.42,4.65,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL321260,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2cc3cccc(Cl)c3o2)C[C@H]1C(=O)NCC(F)(F)F,,,730.18,1,3.87,0.03,10.52287875,10.52,UO_0000065,14.41,0.28,6.65,7.49,0,Inhibitory activity of compound against HIV-1 protease in wild type NL4-3 virus,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1136245,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,
CHEMBL321377,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C,,,752.91,2,1.55,13,7.886056648,7.89,UO_0000065,10.47,0.2,6.34,3.61,0,Binding activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125803,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL321398,CC(C)(C)NC(=O)C1CC2CCCCC2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,,,649.83,1,3.04,100,7,,UO_0000065,,,,,0,Binding activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125803,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL321429,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOC)C(C)C)C(C)C,,,663.86,1,3.16,150,6.823908741,6.82,UO_0000065,10.28,0.2,3.66,4.07,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL321503,C=CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,494.63,0,3.84,27.48,7.560983272,7.56,UO_0000065,15.29,0.29,3.72,7.01,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL321514,CC(C)[C@H](NC(=O)Cc1csc(N)n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)Cc1csc(N)n1)C(C)C,,,779,3,2.01,12,7.920818754,7.92,UO_0000065,10.17,0.2,5.91,3.38,0,Inhibition of HIV protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128495,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL321551,COC(=O)[C@@H]1Cc2ccccc2[C@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,,,586.73,1,4.94,66.22,7.179010824,7.18,UO_0000065,12.24,0.23,2.24,6.3,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL321571,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCCOC1,,,529.72,1,3.66,308,6.511449283,6.51,UO_0000065,12.29,0.23,2.85,6.5,0,Inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127030,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL321641,C=CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,494.63,0,3.84,27.5,7.560667306,7.56,UO_0000065,15.29,0.29,3.72,7.01,0,In vitro inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128438,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL321778,CC(C)[C@H]1[C@@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCS[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,609.86,1,3.01,2.6,8.585026652,8.59,UO_0000065,14.08,0.29,5.58,6.87,0,In vitro inhibition of HIV-1 protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128633,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL321789,CC1(C)S[C@H]([C@@H](COC(=O)c2ccccc2)NC(=O)Cc2ccccc2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H]([C@@H](COC(=O)c2ccccc2)NC(=O)Cc2ccccc2)SC1(C)C,,,909.14,3,4.01,70,7.15490196,7.16,UO_0000065,7.87,0.15,3.14,3.71,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126854,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL321814,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3cccc(Cl)c3o2)C[C@H]1C(=O)NCC(F)(F)F,,,730.18,1,3.87,0.02,10.69897,10.7,UO_0000065,14.65,0.29,6.83,7.62,0,Inhibitory activity of compound against HIV-1 protease in wild type NL4-3 virus,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1136245,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,
CHEMBL321949,C[C@H]1[C@@H](OC(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN2C[C@H]3CCS[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,613.87,1,2.92,0.4,9.397940009,9.4,UO_0000065,15.31,0.32,6.48,7.52,0,In vitro inhibition of HIV-1 protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128633,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL322033,COC(=O)N(C)C(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(C(C)C)N(C)C(=O)OC)C(C)C,,,633.83,1,3.43,1000,6,,UO_0000065,,,,,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL322037,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)/C=C(/Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,542.68,1,4.43,1.288,8.890084137,8.89,UO_0000065,16.38,0.3,4.46,8.24,1,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1131491,1,Scientific Literature,J Med Chem,1998,,,,
CHEMBL322119,COC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,,,717.87,2,2.59,27,7.568636236,7.57,UO_0000065,10.54,0.2,4.98,3.69,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL322171,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,,,757.97,2,5.89,95,7.022276395,7.02,UO_0000065,9.26,0.17,1.13,4.44,0,In vitro inhibition of HIV-1 protease at pH 6 using 164 uM peptide substrate,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127172,1,Scientific Literature,Bioorg Med Chem Lett,1993,,,,
CHEMBL322214,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,545.68,1,3.9,0.5297,9.275970027,9.28,UO_0000065,17,0.32,5.38,7.68,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL322241,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,TELINAVIR,2,604.75,1,2.76,6,8.22184875,8.22,UO_0000065,13.6,0.26,5.46,4.93,0,Inhibition of HIV-1 Protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126824,1,Scientific Literature,J Med Chem,1993,,,,
